review,rating,date,bank,source
Ibsa abdi nure Ethiopia dire dawa,4,2022-11-16,CBE,Google Play
De ab,5,2022-11-15,CBE,Google Play
Great👍👍👍👍,5,2022-11-14,CBE,Google Play
CBE App is Excellent.,5,2022-11-14,CBE,Google Play
I like it more,5,2022-11-13,CBE,Google Play
"While Travelling, I couldn't transfer money from my account to another. I had to delete❌ the app and re install and then wait until they give me authorization code.... too complicated.",1,2022-11-13,CBE,Google Play
I have list of beneficiaries registered but can not transfer to them. It is throwing 'None available' message.,3,2022-11-11,CBE,Google Play
It was working fine till recently. It suddenly stopped showing me the balance on the front page and all service features are not working. Hope it gets fixed soon.,4,2022-11-10,CBE,Google Play
It's great,5,2022-11-09,CBE,Google Play
Good Application 👍 ✅️,3,2022-11-09,CBE,Google Play
IT is good,3,2022-11-08,CBE,Google Play
Good application fast,5,2022-11-07,CBE,Google Play
Verygood app,5,2022-11-07,CBE,Google Play
I have been using this app for the past 2 years and I never had faced this kind of problem The problem is when you want to transfer it always says error or account pending then you think it didn't work unfortunately when you check your balance again it's already deducted,1,2022-11-04,CBE,Google Play
"The worst experience ever, It sends money while showing an error. Such incompetence from a company of this size!",1,2022-11-04,CBE,Google Play
I dont recommend this app Because when you make transfer or any transaction you dont get digtal resipt even if the transaction is done if you fix this the app is good enough,1,2022-11-04,CBE,Google Play
Solve sync pb,4,2022-11-04,CBE,Google Play
Very late the only app is never seen in my life,1,2022-11-03,CBE,Google Play
በጣም ጥሩ ነው አዳዲስ አገልግሎቶች ቢጨመሩበት ደግሞ መልካም ነው,5,2022-11-02,CBE,Google Play
Clear and easy to use,5,2022-11-02,CBE,Google Play
So amazing ap !!!!,5,2022-11-02,CBE,Google Play
"As a financial app, the app should be more sensetive for any action. When i do some transaction, it shows error message. But the transaction already done at the back. If you see error messages, it may not be error. Automatically stop doing any action see your balance and wait for your sms.",1,2022-11-01,CBE,Google Play
No problem so far,5,2022-11-01,CBE,Google Play
"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",5,2022-10-31,CBE,Google Play
በጣም አሪፍ ነው,5,2022-10-31,CBE,Google Play
You should integrate hijra & ZamZam bank in the other banks,5,2022-10-31,CBE,Google Play
No commente keep working 👍,5,2022-10-27,CBE,Google Play
Sumalaw,4,2022-10-26,CBE,Google Play
Best ever,5,2022-10-24,CBE,Google Play
Easy and time consuming,1,2022-10-24,CBE,Google Play
We need access any where in the world keeps up my Ethiopian banking services,5,2022-10-24,CBE,Google Play
Wow very good,5,2022-10-23,CBE,Google Play
It’s really good apps and keep up a good work. Thank you.,5,2022-10-23,CBE,Google Play
Lot of things missing and doesn't update quickly,2,2022-10-23,CBE,Google Play
Its good but Sometimes it doesn't show me my full transaction and lately we haven't been able to transfer anything,4,2022-10-22,CBE,Google Play
Is not showing my account details,1,2022-10-22,CBE,Google Play
3 years,3,2022-10-21,CBE,Google Play
You improved the service of this app much better.,5,2022-10-20,CBE,Google Play
Reliable!,4,2022-10-19,CBE,Google Play
"We need the previous Version. This one doesn't work, specially while you are in recents and tries to scroll down. Its just rubbish. YOU BETTER SOLVE IT, OR I will transfer to AWASH.",1,2022-10-19,CBE,Google Play
"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",1,2022-10-18,CBE,Google Play
With this app i can not share or download transaction data after pay or transfer,3,2022-10-18,CBE,Google Play
Good too,4,2022-10-17,CBE,Google Play
Best app in Ethiopia banking,5,2022-10-16,CBE,Google Play
Simple and easy to use.,4,2022-10-14,CBE,Google Play
Nice to me and,5,2022-10-11,CBE,Google Play
"Better if we can have an option to save other bank accounts, like we save beneficiaries having CBE accounts. Let's have an option to add beneficiaries with other bank accounts.",4,2022-10-11,CBE,Google Play
"Please add ""Account Statement"" menu starting from date of account opened, instead of recent transactions.",5,2022-10-10,CBE,Google Play
Poor app don't use it,1,2022-10-10,CBE,Google Play
Why there is no ussd service for mobile banking.,2,2022-10-08,CBE,Google Play
"It's good, and helped me alot",5,2022-10-07,CBE,Google Play
I really like this app,5,2022-10-07,CBE,Google Play
Its ok!!!,5,2022-10-07,CBE,Google Play
It's easy to use except it sometimes stack to respond.,4,2022-10-07,CBE,Google Play
Good think,5,2022-10-06,CBE,Google Play
።።፥።ጵልልች ፦።ል፣ሎክልልዝጥ,5,2022-10-06,CBE,Google Play
Very good Very good,1,2022-10-06,CBE,Google Play
Best app i love it,5,2022-10-06,CBE,Google Play
"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",4,2022-10-06,CBE,Google Play
My phone said after intalling the app the this divice is rooted you can't use this app how can fix it,4,2022-10-04,CBE,Google Play
addisneda,5,2022-10-04,CBE,Google Play
Hell cool,4,2022-10-04,CBE,Google Play
"This is an easy to use app; I wish it could include time of transaction, in addition to the date on the reports",4,2022-10-04,CBE,Google Play
Its fast and reliable to use. I really liked it.,5,2022-10-04,CBE,Google Play
Commercial,5,2022-10-03,CBE,Google Play
"Every thing is good and functional , but the password length is too short and it is also receive only 4 numbers. I wish if the password field receives string",5,2022-10-02,CBE,Google Play
Your app is very simple to use. But please add search option so that we can easily find our transaction done with an account number.,5,2022-10-01,CBE,Google Play
Best app for ethio,5,2022-10-01,CBE,Google Play
It is not synchronizing. It was working nicely for me but now not updating my balance. Talked to the bankers but failed to solve it.,3,2022-10-01,CBE,Google Play
its good only where mobile data and wifi avelible areas,3,2022-10-01,CBE,Google Play
Very good!,5,2022-09-30,CBE,Google Play
U are the best as always,5,2022-09-30,CBE,Google Play
Super fast app good work,3,2022-09-30,CBE,Google Play
በጣም አሪፍ App ነው ከባንክ ሰልፍ እና ብር ተሸክሞ ከመዞር ገላግሎኛል ።,5,2022-09-29,CBE,Google Play
When I started using the app for the first time I like it. But through time it started annoying me😠 Because it doesn't update the transaction history immediately. I remember one day I transferred 17000 to another account but I can't took screenshots of transportation history. It says repository........! It needs urgent system maintenance ‼️,4,2022-09-28,CBE,Google Play
Fantastic apps,5,2022-09-24,CBE,Google Play
ORO,5,2022-09-24,CBE,Google Play
Nice and smooth,5,2022-09-24,CBE,Google Play
Unexpectedly non functional .impossible to perform tasks. Shat shall i do??,5,2022-09-22,CBE,Google Play
Intetesting Application for Banking. I use it since 2020.,5,2022-09-21,CBE,Google Play
Very poor,1,2022-09-20,CBE,Google Play
"Best and easy application wich i like too. But try to incorporate d/t languages .e.g Afan oromo, somale, etc. to make more easier and convince for these who do not know english and amharic. Just like cbe birr.",5,2022-09-17,CBE,Google Play
"It is a good and progressive app through the updates. I think the app should further solve its bugs like 1. It doesn't download or share attachment on android 12 and 11, it used to work on android 10. 2. Sometimes transactions seem like they have failed and there are no records, but the transactions actually have passed this is a very serious issue, because people will try the transaction again which will end up doubling the payment.",4,2022-09-15,CBE,Google Play
Its good. But recently i have been having some problems. The app is transferring my money for a second time after i do. It shows the first transfer has failed and i usually do it again. Then after it shows that i have made two transfers. Could you fix this. Thank you,3,2022-09-15,CBE,Google Play
Good application is nice to same time and effort,5,2022-09-14,CBE,Google Play
It's cool app actually but it didn't accept transfer reasons more than once,5,2022-09-14,CBE,Google Play
tha kse,1,2022-09-10,CBE,Google Play
በጣም ምቹ መተግበሪያ ነው,5,2022-09-10,CBE,Google Play
"Best in every thing but we can't trarnsfer to other banks with RTGS it costs us 50 cent per 100 birr which means 500 birr for 100,000 birr it's not fair to cost us this much. Even Abyssinia bank has RTGS which only cost 25 birr to transfer as much as we want. So, pls update ur system",2,2022-09-10,CBE,Google Play
"Nice,easy and saving time. Its the best app",5,2022-09-10,CBE,Google Play
Good so far. Much better than other bank apps.,5,2022-09-09,CBE,Google Play
Poor,1,2022-09-09,CBE,Google Play
"It says your device is rooted ,i cannot access this app with my device Which is samsung A21s",1,2022-09-09,CBE,Google Play
"Best and easy app for use than any other local bank's mobile banking system. But the system doesn't show recent transaction some times, though the transaction has done. Better to do on this and other upgrading facilities.",5,2022-09-08,CBE,Google Play
Exlent app..,2,2022-09-08,CBE,Google Play
It's the most simple and yet most effective app in Ethiopia. I'm really enjoying the usability of the app.,5,2022-09-06,CBE,Google Play
Ft birr metenu bishashal arid new,5,2022-09-05,CBE,Google Play
"It is a good app, but when there is no readymade bill for payment, it doesn't tell anything, just say continue. It will be nice if it tells us, the bill is not yet ready for payment.",4,2022-09-05,CBE,Google Play
Very cool and best app. Keep up the good work.,5,2022-09-05,CBE,Google Play
There is a problem with the app after the new update I can't share the transaction,3,2022-09-04,CBE,Google Play
This up is very good only problem is no access of seeing your balance Otherwise it is very easy to you use and its so fast just work on that above mentioned Stay blessed 🙏🙏🙏❤️,5,2022-09-03,CBE,Google Play
Miftahi,5,2022-09-01,CBE,Google Play
It is good but the transaction statement couldn't be shared or downloaded.,4,2022-09-01,CBE,Google Play
Very good app. But include money transfer from oneself account to others telebirr,5,2022-08-31,CBE,Google Play
Wowww this app is good,5,2022-08-30,CBE,Google Play
commersal BANK,5,2022-08-29,CBE,Google Play
It's the chooser,5,2022-08-29,CBE,Google Play
"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊",4,2022-08-29,CBE,Google Play
The time it takes for the customer service to solve issues is very impressively bad,1,2022-08-28,CBE,Google Play
Amazing app it's easy to use,5,2022-08-28,CBE,Google Play
To speak frankly the app is good but it is too slow,1,2022-08-27,CBE,Google Play
Cool and functional,5,2022-08-26,CBE,Google Play
"The app is unresponsive the time when the fragments are attached. It is just like shivering. Still, I can't download the transaction history instead it just toasted me can't save. Please consider all this things. But I would recommed you to use a tab layout. This is because, consider I am using latest Samsung 🤔 device, how do you think that your app is running on other damn devices like techno and itel ? It is horrible.",3,2022-08-26,CBE,Google Play
Please add the feature used to get reset that will be printed as document after payment done via this app rather the customers uses screen shot.,5,2022-08-26,CBE,Google Play
Really it is very important and time saving to make transaction trade benefecieries,5,2022-08-25,CBE,Google Play
Can't download or share transaction summary.,2,2022-08-23,CBE,Google Play
The app can't sync and functioning at all.,1,2022-08-23,CBE,Google Play
Owww it is very apk,5,2022-08-22,CBE,Google Play
For Easy life,5,2022-08-21,CBE,Google Play
The problem of this application is ፥ during transfer /tranzaction/pending or dliance problem that means the ricivers can't see the tranzaction at real time,1,2022-08-20,CBE,Google Play
Best apk,5,2022-08-18,CBE,Google Play
Good but you must improve it,5,2022-08-17,CBE,Google Play
Goodapps.,5,2022-08-15,CBE,Google Play
A wonderful Efficient n reliable app!,5,2022-08-14,CBE,Google Play
Yyyeee,5,2022-08-14,CBE,Google Play
Nic,5,2022-08-14,CBE,Google Play
I was used it is good app.,5,2022-08-12,CBE,Google Play
Amaz?ng,5,2022-08-12,CBE,Google Play
Good app but when i want to tranfer to other banks there is ZEMZEM BANK and HIJRA BENK . add these banks.,3,2022-08-11,CBE,Google Play
i want to exercise the appl.,4,2022-08-11,CBE,Google Play
Find it so good and helpful but can't download attachment,5,2022-08-10,CBE,Google Play
Downloading,5,2022-08-10,CBE,Google Play
User friendly app. New of the kind in Ethio,5,2022-08-09,CBE,Google Play
This app is simple for uses,3,2022-08-09,CBE,Google Play
Iam very admired,5,2022-08-07,CBE,Google Play
The application is best based on the online banking system. But sometimes it shows previous balance when logging in and it confuses after making transaction,5,2022-08-07,CBE,Google Play
Its have some bugs when iam close the app its redirected to open the ap pls fix it,3,2022-08-07,CBE,Google Play
It's wonderful app Tanks befor.,5,2022-08-05,CBE,Google Play
This one of the best app for my money 😜,5,2022-08-05,CBE,Google Play
Super confused app,1,2022-08-05,CBE,Google Play
"Great app, it made my daily transactions very easy happy to have it. Kudos!",5,2022-08-04,CBE,Google Play
One of the best apps ever created. Its very beneficial I like it more,5,2022-08-04,CBE,Google Play
"Best app to transfer money ,, Very fast & update itself immediately",5,2022-08-03,CBE,Google Play
That is good,5,2022-08-03,CBE,Google Play
It very amazing app,4,2022-08-02,CBE,Google Play
Easy to use and accessable from anywhere in the world 🌎,5,2022-07-31,CBE,Google Play
amezing app,3,2022-07-31,CBE,Google Play
Its nice app. If its possible please try to add standing order option. We need it just to contribute small money in monthly basis for people in need or for spiritual things.,5,2022-07-29,CBE,Google Play
Am satisfied with this app,1,2022-07-27,CBE,Google Play
Ayesarem,5,2022-07-26,CBE,Google Play
"It's good app, couse of shawing the debit & credit amount on time it's sometimes late if not I could have given it 5 star.",4,2022-07-25,CBE,Google Play
Saving money my account bank and my phone number,5,2022-07-24,CBE,Google Play
Really good app,5,2022-07-24,CBE,Google Play
ajvj,5,2022-07-23,CBE,Google Play
Why it stucks?i cant see my balance and accunt nuber site,5,2022-07-22,CBE,Google Play
Very poor and slow.,1,2022-07-21,CBE,Google Play
It was best app but after updating it doesn't synchronize easily it respond null and become worest app,1,2022-07-17,CBE,Google Play
So much easy but please add CBE birr into the program.,5,2022-07-16,CBE,Google Play
Good servic,5,2022-07-16,CBE,Google Play
It is awesome,4,2022-07-15,CBE,Google Play
Good but needs further features!,3,2022-07-14,CBE,Google Play
really good app but sometimes doublicates the transaction.,4,2022-07-12,CBE,Google Play
I like it it's very nice app,3,2022-07-12,CBE,Google Play
Really great app!!!,5,2022-07-11,CBE,Google Play
Eshi,5,2022-07-11,CBE,Google Play
Love it,5,2022-07-09,CBE,Google Play
user always,5,2022-07-09,CBE,Google Play
Its very important this app,5,2022-07-08,CBE,Google Play
Can't see transaction detail on android 5.0,3,2022-07-07,CBE,Google Play
The Best banking app I have ever seen in Ethiopian banking industry.,5,2022-07-06,CBE,Google Play
Best banking app,5,2022-07-05,CBE,Google Play
I love the application,5,2022-07-04,CBE,Google Play
The most intersting app service that is easy to use and operate. Excellent service.,5,2022-07-04,CBE,Google Play
"So far, it was so good. However, I am very worried since the application is so difficult to update.",5,2022-07-04,CBE,Google Play
This app is very nice and easy to use! It better to have a small size,4,2022-07-04,CBE,Google Play
Faster banking with cbe,5,2022-07-03,CBE,Google Play
I can't retrieve statements from the mobile app,1,2022-07-03,CBE,Google Play
Perfakte,5,2022-07-02,CBE,Google Play
Perfect app i love it,5,2022-07-02,CBE,Google Play
The app notification code it's not link phone or email this means if you change phone you can't access your account easily,2,2022-07-02,CBE,Google Play
Where does it store the downoaded transaction detail png?,3,2022-07-01,CBE,Google Play
CBE customer for more than 14 years,5,2022-07-01,CBE,Google Play
It is good but not update quickly,4,2022-07-01,CBE,Google Play
Most of the times I receive text of my balance the next day.,2,2022-06-30,CBE,Google Play
Fast and secure banking app I've ever seen,5,2022-06-30,CBE,Google Play
V good app,5,2022-06-28,CBE,Google Play
All,1,2022-06-27,CBE,Google Play
I couldn't using this appa my phone if you fixing problem of apps Thank you,5,2022-06-27,CBE,Google Play
"it has low security system, it require too much space it dose not diserve",2,2022-06-27,CBE,Google Play
Very good APP,5,2022-06-27,CBE,Google Play
Nice.,5,2022-06-26,CBE,Google Play
Very easy and clear to use.,5,2022-06-26,CBE,Google Play
Fantastic!,5,2022-06-26,CBE,Google Play
I am Orthodox Christian but why on earth you think only Muslims use interest free accounts. Shame on you,1,2022-06-26,CBE,Google Play
It's cool even though it takes a thousand years to update.,4,2022-06-25,CBE,Google Play
"Broadly speaking, it is good app. But recently I have noticed a problem when trying to see the recent transactions it becomes very slow and sluggish even closes and also have seen this on my friends' phone. So, this should be corrected asap and speed should be core feature",4,2022-06-25,CBE,Google Play
አሪፍ አፕ,5,2022-06-22,CBE,Google Play
Very poor can not updated!,1,2022-06-21,CBE,Google Play
"Its not updating properly ,not working",1,2022-06-21,CBE,Google Play
I love this app,5,2022-06-21,CBE,Google Play
It says none available,3,2022-06-20,CBE,Google Play
"I cann't speak a word. without emotion It is a nice app,keep it up by updating",5,2022-06-20,CBE,Google Play
Nice app proudly made in 🇪🇹ETHIOPIA,5,2022-06-20,CBE,Google Play
Up date ስለው አይከፍትም,5,2022-06-20,CBE,Google Play
It is easy to operat & issential app. I'm using still.,5,2022-06-19,CBE,Google Play
The App is highly secured one and easy to use.,5,2022-06-19,CBE,Google Play
The app. Is very efficient though delay in bank to bank transfer service is witnessed.,5,2022-06-19,CBE,Google Play
I love last update 🌹,5,2022-06-19,CBE,Google Play
Very reliable,5,2022-06-18,CBE,Google Play
It is a great application with full of credibility.,5,2022-06-18,CBE,Google Play
Good app need some updates,5,2022-06-18,CBE,Google Play
Onli add monthly statement page list.,5,2022-06-18,CBE,Google Play
I am satisfied with this app.,5,2022-06-18,CBE,Google Play
Better application that helps you to manage your account activities.,5,2022-06-17,CBE,Google Play
Very moderney,5,2022-06-17,CBE,Google Play
Easy to use and save time I like it,3,2022-06-17,CBE,Google Play
Best of best,5,2022-06-16,CBE,Google Play
Busy,5,2022-06-15,CBE,Google Play
This app makes my job easier.,5,2022-06-15,CBE,Google Play
Usefull and good apps,5,2022-06-15,CBE,Google Play
Simple&fast app.I like it.,5,2022-06-14,CBE,Google Play
I can't open it when I change phone horror!,2,2022-06-12,CBE,Google Play
It is agood app rather than other bank apps in ethiopia but the transaction limit should be in greater,5,2022-06-11,CBE,Google Play
Amazing app thanks,5,2022-06-11,CBE,Google Play
Download,5,2022-06-11,CBE,Google Play
This App.Better For any Person How Use Bank,5,2022-06-10,CBE,Google Play
Really it is fast!,4,2022-06-09,CBE,Google Play
Easy and simple...i like it,5,2022-06-09,CBE,Google Play
Why does it take a day for the app to show a recent withdraw and deposit,3,2022-06-08,CBE,Google Play
Very very help me.,5,2022-06-08,CBE,Google Play
Bad service,1,2022-06-07,CBE,Google Play
Amanuale haille,5,2022-06-07,CBE,Google Play
Waw I am delighted with this app.,5,2022-06-06,CBE,Google Play
"Very productive app, i love this app.",5,2022-06-06,CBE,Google Play
Best app & latest.,5,2022-06-05,CBE,Google Play
Best App.I have used for many years.,5,2022-06-05,CBE,Google Play
Very very bad app so embarrassing,1,2022-06-05,CBE,Google Play
Very good and easy to use app,1,2022-06-03,CBE,Google Play
Poor quality,1,2022-06-02,CBE,Google Play
በጣም ተመችቶኛል,5,2022-06-02,CBE,Google Play
Love this app Couse it makes my life Easier,5,2022-06-02,CBE,Google Play
I love it😍,5,2022-06-02,CBE,Google Play
This is an amazing application. It is very easy to use and understand. CBE Thanks for making it.,4,2022-06-02,CBE,Google Play
ጥሩ አፕልኬሽን ነው ። ተጨማሪ የዲጂታል ከረንሲዎችን ማስተናፐድ እንዲችል ቢሆን ደግሞ ጥሩ ነበር።,5,2022-06-02,CBE,Google Play
"Simple, clear, smart and easy. Download right now and use it.",4,2022-06-01,CBE,Google Play
"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",4,2022-05-30,CBE,Google Play
"Best Mobile Banking App, easy and Clear to use.",5,2022-05-29,CBE,Google Play
Easy beautiful design,5,2022-05-28,CBE,Google Play
The best💜💜,5,2022-05-27,CBE,Google Play
Very nice App,5,2022-05-27,CBE,Google Play
It is good application.,1,2022-05-27,CBE,Google Play
The Best And Suitabel And Easy To Use,5,2022-05-26,CBE,Google Play
No mobile app like this. Really an amazing,5,2022-05-26,CBE,Google Play
It was good until I have many transactions then it started to stack and lagg,2,2022-05-26,CBE,Google Play
"The app overlaps on other apps after closing, please bring some improvements. The rest is best.",5,2022-05-25,CBE,Google Play
ለመጠቀም በጣም ቀላልና አመቺ ነዉ!,5,2022-05-25,CBE,Google Play
Very atractive app,5,2022-05-25,CBE,Google Play
"I'm blind. I have been using this service since 2008 EC. More or less both versions are accessible to our screen reader, talkback. However, after updating the app, its account tab couldn't display second account which is connected via CBE account. Secondly after transfering money, it shows save and share options but doesn't work.",3,2022-05-23,CBE,Google Play
"Very disappointing, it doesnt order transaction correctly, it randomly switches the orders everytime you refresh it, it sometimes shows wrong dates. Very unorganized.",1,2022-05-23,CBE,Google Play
It performs two transaction with just one request....በጣም ቆሻሻ የሆነ app nw የእዉነት,1,2022-05-23,CBE,Google Play
Vip,5,2022-05-23,CBE,Google Play
Can't update or syinc transactions,1,2022-05-22,CBE,Google Play
This is very good app; Thank you developers!,5,2022-05-20,CBE,Google Play
Good easy and fast,5,2022-05-20,CBE,Google Play
አፑን ስጠቀም የመጀመሪያዬ ነው ..... This is one of the most user friendly app that i have ever been using on my phone ..... I wish i could give you not 5* but 55* ...keep it up !!,5,2022-05-20,CBE,Google Play
CBE is the best!,5,2022-05-19,CBE,Google Play
Quick and easy to you it.. I liked it,5,2022-05-18,CBE,Google Play
Nigd,5,2022-05-18,CBE,Google Play
It is best app but samtime busy,5,2022-05-16,CBE,Google Play
Smart app Thanks 👍👍👍,5,2022-05-16,CBE,Google Play
At work,5,2022-05-15,CBE,Google Play
Very best App,5,2022-05-15,CBE,Google Play
Fast and time saving app.,5,2022-05-14,CBE,Google Play
Sometimes it's busy the remain is good,4,2022-05-13,CBE,Google Play
"If I could go lower, I would. Don't trust it when it says transaction failed.",1,2022-05-10,CBE,Google Play
"this is the best ethiopia application to transfer money account to account, bank to bank, pay bills, recharge your mobile card",5,2022-05-09,CBE,Google Play
"I gave 1 star, because to get verification number must go to branch. Now day technology is developing by speed of light. Please make it register and usable without going branch. The i will give 5 star.",1,2022-05-09,CBE,Google Play
"It is very interesting and useful app, it make easy process of finacial transaction, i like it",5,2022-05-08,CBE,Google Play
Useful and synchronized fast.,4,2022-05-08,CBE,Google Play
I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,3,2022-05-06,CBE,Google Play
ገንዘብ ከአካውንት ወደ አካውንት የሚያስተላልፉ ሰዎቸን ስም ወይም ስልካቸውን ብናገኝ እንደ ቤተክርስቲያን ደረሰኝ ለመስጠትና ለማመስገን ይረዳናል ።,4,2022-05-05,CBE,Google Play
"It is best application for banking system. Because it's save time, and make easy all things like, paying for other, transferring mobile charging and etc... But it's good if you add mini statement option like tele birr app, it's make full.",4,2022-05-05,CBE,Google Play
Very easy to use.,5,2022-05-05,CBE,Google Play
It was good app I like it.,4,2022-05-05,CBE,Google Play
Stopped showing received or deposits recently.,3,2022-05-05,CBE,Google Play
reviews,1,2022-05-04,CBE,Google Play
Best app to use,5,2022-05-04,CBE,Google Play
Every time it needs to reconfiger by physical presentation. Why online access is not given to the user?,2,2022-05-04,CBE,Google Play
open,5,2022-05-03,CBE,Google Play
Good its,5,2022-05-03,CBE,Google Play
"First of all you need to be given a pin from a commercial bank, next you must have your bank book with you in order to be given the pin code. So I never got to use it, I just didn't want it that bad.",1,2022-05-02,CBE,Google Play
"You have to go to the bank branch to activate the app where there is the worst customer service, after the activation the app lags so much that i had to uninstall it to restart it again. Know it asks to go to the bank again to activate it.",1,2022-05-01,CBE,Google Play
Am a postgraduate student. it has eased my life here .,5,2022-04-29,CBE,Google Play
Really Simple and Secured,5,2022-04-25,CBE,Google Play
It has simply simplified my life..i love it.,5,2022-04-25,CBE,Google Play
very very nice app but it's Not done by simple network,4,2022-04-25,CBE,Google Play
It's the perfect app for online mobile banking,5,2022-04-22,CBE,Google Play
Exceptionaly Good!!,5,2022-04-22,CBE,Google Play
Excellent and simple app than all available apps,5,2022-04-20,CBE,Google Play
It would be really awesome if it had an export to csv file option on recent transactions.,4,2022-04-20,CBE,Google Play
Easly And Vergood App Thanks CBE From Shilabo Ethiopia Somali Regional State,5,2022-04-19,CBE,Google Play
Best bank of Ethiopia good,2,2022-04-19,CBE,Google Play
መልካም,5,2022-04-19,CBE,Google Play
Immaculately designed for the target group.,4,2022-04-17,CBE,Google Play
Difficult to link two accounts,2,2022-04-15,CBE,Google Play
Perfect!!,5,2022-04-15,CBE,Google Play
That's a good app but it 's more fun if you add features like weekly report download in PDF and that's why I gave you 4⭐.,4,2022-04-15,CBE,Google Play
Superb,5,2022-04-14,CBE,Google Play
Ridiculous,2,2022-04-14,CBE,Google Play
"Is very important APP used at a time T, anywhere. Thanks",5,2022-04-13,CBE,Google Play
Its good to taransfer,4,2022-04-13,CBE,Google Play
Thanks CBE!,5,2022-04-13,CBE,Google Play
Best mobile banking App,5,2022-04-12,CBE,Google Play
This app makes it easy to make transaction,4,2022-04-12,CBE,Google Play
Not helpful,1,2022-04-10,CBE,Google Play
በጣም አሪፍ ሲስትም ነው በርቱ,5,2022-04-09,CBE,Google Play
"It is very good, it make my life easy !!",4,2022-04-08,CBE,Google Play
Bdry good app and functional system,5,2022-04-07,CBE,Google Play
It's a nice app & works properly.,5,2022-04-07,CBE,Google Play
"It app so bad for it can't update review recent send,others thing the service are so poor",1,2022-04-06,CBE,Google Play
Fast and accurate,5,2022-04-06,CBE,Google Play
Exelent app it's very help full,5,2022-04-06,CBE,Google Play
"I am a biginer, too early to comment",5,2022-04-05,CBE,Google Play
Great 👍 👌 👍 App,5,2022-04-05,CBE,Google Play
"I appreciate the effort you put in this application, but for commercial bank employees, you should include staff who speak the language spoken by the customers, depending on the location of the bank, in particular, the Somali region thank you. ለንግድ ባንክ ሰራተኞች ግን ደንበኞቹ የሚናገሩትን ቋንቋ የሚናገሩ ሰራተኞችን ማካተት አለቦት እንደ ባንኩ አካባቢ በተለይም የሶማሌ ክልል እናመሰግናለን።",3,2022-04-05,CBE,Google Play
"Unreliable,slow app with childish interface. Learn from other banks such as BoA to design your app and try to add more functionality.",1,2022-04-05,CBE,Google Play
Really I am happy by this app is to use and time wise insted of go bank I use my phone to transfer money.,5,2022-04-05,CBE,Google Play
How do I register what do I need am new customer ?,3,2022-04-04,CBE,Google Play
Not fun.....not lively Its 2022 and counting u guys suck,1,2022-04-04,CBE,Google Play
It's good application but sometimes can't work properly!,3,2022-04-03,CBE,Google Play
"It is a great app, I like it!",5,2022-04-03,CBE,Google Play
Not seen money send to agent why?,5,2022-04-02,CBE,Google Play
It is very useful app I like it to use,1,2022-04-01,CBE,Google Play
"Have been using it for 2 years, the new update is even better. Best MB app",4,2022-04-01,CBE,Google Play
Wow very good app i like,5,2022-03-31,CBE,Google Play
Not always good It is helpfull,5,2022-03-29,CBE,Google Play
አንድ ጊዜ ታዞ ሁለቴ ያስተላልፋል አረ አስተካክሉት,4,2022-03-29,CBE,Google Play
Very good. App,4,2022-03-29,CBE,Google Play
The best and secured app thank you!,5,2022-03-28,CBE,Google Play
After everything done it can't save and share the transactions receipt,3,2022-03-28,CBE,Google Play
A must have apps.,5,2022-03-28,CBE,Google Play
"It's good app, it is simple to use. It would be better if there was more recent records on the ""recents"" toolbar. It is only about 17 deposit and withdrawal recent records displayed to the user while others are deleted automatically.",4,2022-03-28,CBE,Google Play
Thank you.,5,2022-03-27,CBE,Google Play
I like the apps,5,2022-03-27,CBE,Google Play
Fantastic it's nice to using internationally network to developing world-wide.,4,2022-03-27,CBE,Google Play
Wow! This is how to make life easier!,5,2022-03-25,CBE,Google Play
its good app but the main problem of this app is When you change your phone or restore it you should go bank to instill the up again so imagin any time if you want change your phone you should go bank.thats to bad.,1,2022-03-25,CBE,Google Play
Great and I am happy especially using it from abroad.,5,2022-03-25,CBE,Google Play
The app should have FAQ SO THAT THE APP DESCRIBES HOW TO USE SPECIALLY TRANSACTION ISSUES LIKE LIMITATIONS,3,2022-03-24,CBE,Google Play
Easy,5,2022-03-24,CBE,Google Play
Experience for free of charge payment,5,2022-03-22,CBE,Google Play
